timestamp,target pos (5),pos (5),speed (5),load (5),current (5),temp (5),status (5),moving (5),target pos (3),pos (3),speed (3),load (3),current (3),temp (3),status (3),moving (3),target pos (4),pos (4),speed (4),load (4),current (4),temp (4),status (4),moving (4)
2025-11-09T09:27:19.165Z,2047,2053,0,40,1,37,0,0,1747,1748,0,8,0,35,0,0,2347,1949,0,25,1,35,0,0
2025-11-09T09:27:19.266Z,2047,2053,0,40,1,37,0,0,1747,1748,0,8,0,35,0,0,2347,1973,450,1174,15,36,0,1
2025-11-09T09:27:19.367Z,2047,2053,0,40,0,37,0,0,1747,1748,0,8,0,35,0,0,2347,2113,1600,1411,35,36,0,1
2025-11-09T09:27:19.468Z,2047,2051,32818,20,1,37,0,0,1747,1748,0,8,0,35,0,0,2347,2292,1300,1220,19,36,0,1
2025-11-09T09:27:19.568Z,2047,2051,0,24,1,37,0,0,1747,1748,0,8,0,35,0,0,2347,2347,50,0,0,35,0,1
2025-11-09T09:27:19.669Z,2047,2051,0,24,1,37,0,0,1747,1748,0,8,0,35,0,0,2347,2347,0,0,0,35,0,0
2025-11-09T09:27:19.771Z,2047,2051,0,24,0,37,0,0,1747,1748,0,8,0,35,0,0,2347,2347,0,0,0,35,0,0
2025-11-09T09:27:19.872Z,2047,2051,0,24,1,37,0,0,1747,1748,0,8,0,35,0,0,2347,2347,0,0,0,35,0,0
2025-11-09T09:27:19.973Z,2047,2051,0,24,0,37,0,0,1747,1748,0,8,0,35,0,0,2347,2347,0,0,0,35,0,0
2025-11-09T09:27:20.074Z,2047,2051,0,24,1,37,0,0,1747,1748,0,8,0,35,0,0,2347,2347,0,0,0,35,0,0
2025-11-09T09:27:20.176Z,2047,2051,0,24,1,37,0,0,2147,1748,0,8,0,35,0,0,2347,2347,0,0,0,36,0,0
2025-11-09T09:27:20.276Z,2047,2051,0,24,0,37,0,0,2147,1768,300,1176,22,35,0,1,2347,2347,0,0,0,36,0,0
2025-11-09T09:27:20.376Z,2047,2042,0,1056,1,37,0,0,2147,1901,1750,1408,48,35,0,1,2347,2347,0,0,0,36,0,0
2025-11-09T09:27:20.477Z,2047,2040,0,1072,2,37,0,0,2147,2077,1350,1272,27,35,0,1,2347,2347,0,0,0,36,0,0
2025-11-09T09:27:20.577Z,2047,2039,0,1080,2,37,0,0,2147,2142,150,1064,3,35,0,1,2347,2347,0,0,0,35,0,0
2025-11-09T09:27:20.677Z,2047,2039,0,1080,1,37,0,0,1747,2142,0,1064,3,35,0,0,2347,2347,0,0,0,35,0,0
2025-11-09T09:27:20.778Z,2047,2039,0,1080,2,38,0,0,1747,2122,33318,128,12,35,0,1,2347,2347,0,0,0,35,0,0
2025-11-09T09:27:20.879Z,2047,2039,0,1080,2,37,0,0,1747,1987,34518,356,34,35,0,1,2347,2347,0,0,0,35,0,0
2025-11-09T09:27:20.980Z,2047,2040,0,1072,1,37,0,0,1747,1811,34218,216,19,35,0,1,2347,2347,0,0,0,36,0,0
2025-11-09T09:27:21.081Z,2047,2043,50,1048,0,37,0,0,1747,1748,32918,8,0,35,0,1,2347,2347,0,0,0,36,0,0
2025-11-09T09:27:21.181Z,2047,2044,0,1040,0,37,0,0,1747,1748,0,8,0,35,0,0,2347,2347,0,0,0,35,0,0
